index,q,powerloss,f,vout,iout,pa,prx,bty_temp,chnl,ce_pkg,rpp_pkg,ss_pkg,location
1909,1.03,5053.51,130.11,17.96,496.71,13.22,39.99,1.48,0.88,-17.9,39.97,29.21,0
1910,0.05,8129.97,143.69,18.79,1621.89,63.36,29.33,20.97,0.21,50.68,10.51,134.91,1
1911,0.73,1919.43,139.58,18.52,233.97,8.32,2.13,34.24,1.19,-19.54,3.5,40.18,1
1912,1.71,7200.15,143.13,16.38,950.64,42.46,36.73,45.78,2.24,-17.29,29.17,106.33,1
1913,0.83,2697.14,143.99,17.79,676.94,47.19,46.53,1.24,1.81,-43.52,9.69,143.41,1
1914,1.33,6534.2,134.45,15.25,180.29,8.31,7.73,38.47,2.03,-81.84,16.17,164.8,1
1915,0.01,9632.69,135.84,18.91,1155.46,53.82,14.56,43.34,6.56,49.28,50.25,56.44,1
1918,1.06,3447.02,141.89,16.31,2257.51,47.69,2.36,36.22,4.36,52.44,24.51,142.76,1
1919,0.24,4027.25,145.8,17.63,747.22,21.7,50.56,20.39,6.6,-100.02,48.26,51.75,1
1920,0.45,4824.86,133.16,17.96,2246.68,46.65,20.6,5.98,5.2,34.56,20.68,240.65,1
1921,0.63,5718.31,143.25,18.49,966.6,55.76,41.73,35.24,5.1,-45.68,27.58,94.26,0
1922,1.2,1930.38,137.55,16.28,2106.65,9.03,21.0,21.91,2.47,-15.7,40.11,180.17,0
1923,1.42,731.54,142.92,15.68,2341.03,24.59,52.96,10.87,1.76,-4.93,17.53,40.92,1
1924,0.76,5757.53,139.98,15.8,1881.91,18.1,25.09,28.03,7.57,19.21,15.14,251.66,0
1925,1.01,2650.8,135.08,15.5,1572.22,54.42,55.46,12.12,0.17,-9.08,26.38,111.35,0
1928,1.68,3210.19,133.22,16.68,1480.17,9.07,18.32,44.04,4.27,111.79,13.83,1.24,0
1929,0.23,5686.99,133.6,18.75,172.66,33.22,27.65,31.13,7.44,59.93,32.34,100.69,1
1931,1.38,9242.01,135.92,18.62,1318.06,22.57,13.22,19.15,6.9,72.62,28.16,104.59,1
1932,0.36,8269.75,130.95,16.81,852.93,9.97,18.86,16.86,0.53,105.94,56.87,206.83,0
1933,1.53,1218.62,139.28,15.15,694.55,29.98,63.39,49.33,6.78,-104.68,25.28,179.31,1
1934,1.26,3001.16,145.37,18.41,803.99,43.69,49.0,36.59,4.41,-42.93,46.3,192.62,1
1935,0.09,8957.02,139.96,18.55,1752.24,9.49,44.93,18.91,6.2,-13.31,56.13,134.12,0
1936,1.74,5951.8,141.71,18.39,1996.74,47.72,57.67,39.77,3.57,19.25,2.37,172.25,1
1937,0.13,3029.81,143.67,16.45,1628.15,52.95,47.59,10.31,7.49,117.35,50.42,32.21,0
1938,0.09,2505.61,143.79,16.32,785.93,33.94,46.24,39.69,3.31,81.0,38.23,7.09,0
1940,1.12,1539.17,132.68,18.56,1232.01,48.09,41.3,17.87,4.21,82.53,0.69,68.91,0
1941,0.16,5052.88,135.67,15.15,1093.65,44.44,15.38,35.88,5.04,-42.16,5.84,187.94,0
1943,0.52,2368.08,134.81,17.11,2059.94,56.24,62.74,17.08,0.23,98.21,33.54,242.08,0
1944,0.36,8158.13,133.29,15.45,2050.96,24.4,21.1,8.21,7.34,80.87,16.41,198.15,0
1945,1.6,4998.81,133.07,17.68,1098.45,39.67,43.78,7.68,2.77,127.0,5.5,141.57,1
1946,0.52,8313.25,144.3,16.03,785.75,65.0,2.31,40.52,2.88,-13.27,60.49,176.26,1
1947,1.78,5865.73,140.37,17.0,1684.55,17.89,52.13,16.09,5.08,-81.87,4.55,8.15,1
1950,0.53,8303.88,145.34,15.7,2245.67,30.12,0.28,14.68,7.55,-114.63,0.95,213.27,0
1951,1.71,2445.22,130.3,15.88,2263.96,20.8,19.74,11.93,3.74,-54.11,53.13,96.51,0
1952,0.1,8713.38,145.86,18.22,580.21,1.43,47.49,35.86,4.17,27.54,59.2,232.52,0
1953,0.65,8464.14,133.71,17.03,1211.31,45.89,29.87,1.31,0.9,-81.43,4.86,242.21,1
1955,1.49,7643.64,140.37,16.51,723.05,17.3,48.84,1.54,2.79,2.4,40.9,196.36,0
1958,0.52,3797.42,139.17,17.2,2205.45,24.97,18.77,30.74,2.43,-8.1,58.93,138.11,0
1960,1.83,37.75,131.05,16.32,2137.18,59.36,22.13,25.42,1.53,-81.24,62.22,221.0,0
1961,1.58,7537.95,139.93,18.75,1009.18,17.89,6.65,3.61,4.81,91.45,11.49,94.48,0
1962,1.92,5371.15,135.95,17.52,173.58,32.1,60.91,1.28,5.12,51.12,24.18,133.7,0
1963,0.58,7004.29,132.13,15.11,2234.81,22.69,56.56,8.36,0.92,73.94,17.34,203.15,0
1965,1.58,9273.28,142.1,17.49,1883.45,35.28,38.57,32.52,7.01,31.92,17.8,180.97,0
1966,0.97,3601.33,142.7,18.83,646.1,57.76,21.69,7.45,4.56,-44.17,29.78,102.54,0
1967,0.41,668.77,133.78,15.25,732.56,50.55,27.74,6.87,4.67,75.23,55.83,161.22,0
1968,1.01,2615.48,138.78,17.64,258.02,10.2,51.59,23.65,0.45,111.87,15.11,28.36,0
1970,1.97,4077.58,130.08,15.76,901.49,33.35,39.55,43.36,7.91,-75.61,43.53,152.33,1
1971,0.62,8777.39,131.21,16.18,2347.33,21.52,33.24,18.26,5.89,-21.72,44.75,216.89,0
1973,0.66,9238.02,139.87,18.93,1931.5,4.59,34.87,38.19,0.87,-7.17,30.02,124.93,1
1974,2.0,6332.36,144.72,17.2,722.27,49.46,4.94,21.15,1.66,-38.58,62.39,107.98,0
1976,0.1,9466.76,138.19,16.18,233.09,9.02,12.69,16.61,4.62,104.9,64.24,116.11,0
1977,1.48,1245.85,139.37,17.9,461.23,63.47,17.36,27.18,5.91,14.04,20.66,51.91,1
1978,1.76,4745.56,133.16,18.06,1129.24,0.86,60.53,24.07,4.61,-54.39,42.87,156.75,0
1979,0.42,9607.11,133.96,18.69,1994.58,46.25,26.79,45.01,4.04,-122.25,60.48,150.61,0
1981,1.89,9039.47,144.96,18.08,1911.66,21.92,28.55,29.27,2.69,56.53,41.92,176.3,1
1982,0.46,9516.0,142.89,18.73,154.77,33.98,16.97,38.48,2.08,-69.63,0.53,47.57,1
1984,0.49,3398.67,134.2,15.6,267.58,7.65,43.03,11.59,1.6,87.6,60.77,208.68,1
1985,0.87,70.87,145.28,17.65,312.14,26.7,48.35,24.39,6.31,-53.63,16.89,76.48,0
1986,1.31,3893.89,133.1,18.47,686.66,63.45,63.5,34.18,4.96,-18.25,2.05,98.55,1
1987,1.81,1905.93,143.85,15.16,1223.88,38.28,64.67,27.12,5.63,-31.49,55.85,253.4,0
1988,1.49,5367.18,130.24,17.75,1432.24,9.74,28.05,37.12,6.95,-103.89,42.51,115.27,0
1991,1.21,7027.71,137.46,16.26,154.37,17.95,63.45,39.73,6.65,65.55,13.99,145.8,0
1992,0.03,2609.64,138.84,17.27,280.62,52.79,24.2,0.76,1.32,85.67,11.66,9.64,1
1993,0.62,7145.26,143.54,16.08,1725.61,31.75,0.73,42.59,1.83,127.62,15.92,159.04,1
1994,1.19,219.94,133.68,18.96,1888.73,19.25,62.39,38.99,3.13,123.83,45.27,196.81,0
1995,0.06,9886.33,145.86,17.77,2466.15,2.43,42.79,17.77,0.66,-64.51,9.95,63.76,1
1996,0.7,1884.72,131.7,18.71,2098.92,24.01,32.94,43.13,5.85,43.8,58.26,56.95,1
1998,1.94,2193.35,145.14,18.23,1419.46,45.97,52.62,46.6,7.57,-6.55,55.83,238.4,1
1999,1.37,3959.95,139.7,17.14,1999.29,34.8,13.91,21.59,5.04,-116.9,5.98,175.94,1
